"StudyID","Species","Taxon.group","Endo.Ecto","Trait.Name","Fitness.Measure.Defined","linear.coefs","linear.coefs.se","grad.diff","elevation","abs.Lat","Genus","family","order","class"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.011,0.035,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak Length","juvenile survival",0.013,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak Length","juvenile survival",0.013,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.013,0.041,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak width","juvenile survival",0.014,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
64,"Ficedula albicollis","V","Endo","fledgling body condition","survival",0.014,0.103,"grad",26,57.1667,"Ficedula","Muscicapidae","Passeriformes","Ave"
36,"Parus major","V","Endo","Egg weight","Viability",0.014,0.033,"grad",113,51.7773,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.015,0.036,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.015,0.034,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
93,"Psilocorsis quercicella","I","Ecto","pupal mass","Survival - adult mortality, 1st generation",0.016,0.008,"grad",184,39.0369,"Psilocorsis","Depressariidae","Lepidoptera","Insecta"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.016,0.029,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
101,"Zosterops lateralis chlorocephalus","V","Endo","culmen length","survival",0.016,NA,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Hindwing length","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",0.016414,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.017,0.037,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
67,"Ovis aries","V","Endo","hindlimb length - adult females","survival",0.017,0.071,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.017,0.035,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak width","juvenile survival",0.018,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.018,0.032,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak width","juvenile survival",0.019,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
67,"Ovis aries","V","Endo","hindlimb length - adult females","survival",0.019,0.05,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
51,"Poecilia reticulata","V","Ecto","Body Size","survival",0.02,NA,"grad",88,10.4606,"Poecilia","Poecilidae","Cyprinodontiformes","Actinopterygii"
75,"Salmo salar","V","Ecto","body length (immature fish)","Age-1 summer survival",0.02,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.02,0.036,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
79,"Phasianus colchicus","V","Endo","wing length","male survival",0.02,NA,"grad",17,55.7232,"Phasianus","Phasianidae","Galliformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","culd","survival",0.02,0.07,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
67,"Ovis aries","V","Endo","body weight -  adult males","survival",0.021,0.058,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.021,0.07,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.021,0.029,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.021,0.04,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
67,"Ovis aries","V","Endo","hindlimb length - adult males","survival",0.022,0.159,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.022,0.059,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.023,0.03,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak Length","juvenile survival",0.023,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.024,0.035,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
67,"Ovis aries","V","Endo","hindlimb length - adult females","survival",0.024,0.019,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.024,0.056,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.024,0.051,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.025,0.035,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.027,0.061,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.027,0.038,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","body length","survival",0.029,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
67,"Ovis aries","V","Endo","body weight - adult females","survival",0.029,0.017,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
11,"Calopteryx splendens","I","Ecto","Thorax width","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",0.029132,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
11,"Calopteryx splendens","I","Ecto","Abdomen length","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",0.029684,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
75,"Salmo salar","V","Ecto","body length (immature fish)","Age-1 winter survival",0.03,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
75,"Salmo salar","V","Ecto","body length (immature + mature fish)","Age-1 winter survival",0.03,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
132,"Anolis sagrei","V","Ecto","hindlimb length","survival",0.03,0.015,"grad",-1,23.4833,"Anolis","Dactyloidae","Squamata","Reptilia"
79,"Phasianus colchicus","V","Endo","bill length","female survival",0.03,NA,"grad",17,55.7232,"Phasianus","Phasianidae","Galliformes","Ave"
79,"Phasianus colchicus","V","Endo","wing length","female survival",0.03,NA,"grad",17,55.7232,"Phasianus","Phasianidae","Galliformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","tarsus","survival",0.03,0.07,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","wing","survival",0.03,0.07,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak Length","juvenile survival",0.031,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.031,0.054,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.031,0.061,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Abdomen length","Minimum lifespan in field (a measure of survival), H_je «_Å population",0.031032,NA,"grad",10,55.7,"Calopteryx","Calopterygidae","Odonata","Insecta"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.032,0.036,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.033,0.025,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","body length","survival",0.0338474,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
144,"Carpodacus mexicanus","V","Endo","Beak Length","juvenile survival",0.034,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.035,0.036,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak width","juvenile survival",0.035,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.035,0.06,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.035,0.038,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.036,0.041,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.036,0.031,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.036,0.032,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
15,"Parus caeruleus","V","Endo","chick tarsus length","survival (recruitment to the breeding population)",0.037727526,0.19937037,"grad",593,42.55,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.038,0.026,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.038,0.035,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
83,"Ovis aries","V","Endo","birth weight","neonatal survival",0.0384,0.0191,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
11,"Calopteryx splendens","I","Ecto","Mass","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",0.039124,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
61,"Negaprion brevirostris","V","Ecto","body length","survival",0.04,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
132,"Anolis sagrei","V","Ecto","forlimb length","survival",0.04,0.12,"grad",-1,23.4833,"Anolis","Dactyloidae","Squamata","Reptilia"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.04,0.038,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
75,"Salmo salar","V","Ecto","growth (immature fish)","Age-2 winter survival",0.04,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
64,"Ficedula albicollis","V","Endo","fledgling body condition","survival",0.041,0.09,"grad",26,57.1667,"Ficedula","Muscicapidae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak Depth","juvenile survival",0.042,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak Length","juvenile survival",0.043,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.043,0.055,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.043,0.052,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
83,"Ovis aries","V","Endo","birth weight","neonatal survival",0.0434,0.0181,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
61,"Negaprion brevirostris","V","Ecto","growth","survival",0.043956,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
93,"Psilocorsis quercicella","I","Ecto","pupal mass","Survival - adult mortality, 1st generation",0.044,0.01,"grad",184,39.0369,"Psilocorsis","Depressariidae","Lepidoptera","Insecta"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.045,0.031,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.046,0.028,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.046,0.116,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Thorax length","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",0.046468,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.047,0.03,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Thorax length","Minimum lifespan in field (a measure of survival), H_je «_Å population",0.047668,NA,"grad",10,55.7,"Calopteryx","Calopterygidae","Odonata","Insecta"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.048,0.027,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.048,0.035,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
144,"Carpodacus mexicanus","V","Endo","Beak width","juvenile survival",0.049,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.049,0.038,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","condition factor","survival",0.0490539,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
75,"Salmo salar","V","Ecto","body length (immature fish)","Age-1 summer survival",0.05,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.05,0.025,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
75,"Salmo salar","V","Ecto","growth (immature fish)","Age-1 winter survival",0.05,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.051,0.053,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.051,0.053,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.051,0.047,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","condition factor","survival",0.0512,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.054,0.03,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.055,0.035,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.055,0.042,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
93,"Psilocorsis quercicella","I","Ecto","pupal mass","Survival - adult mortality, 2nd generation",0.056,0.096,"grad",184,39.0369,"Psilocorsis","Depressariidae","Lepidoptera","Insecta"
144,"Carpodacus mexicanus","V","Endo","Beak Depth","juvenile survival",0.056,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.056,0.032,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Thorax length","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",0.056529,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
15,"Parus caeruleus","V","Endo","chick tarsus length","survival (recruitment to the breeding population)",0.056992962,0.10848723,"grad",593,42.55,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.057,0.06,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
51,"Poecilia reticulata","V","Ecto","Body Size","survival",0.06,NA,"grad",88,10.4606,"Poecilia","Poecilidae","Cyprinodontiformes","Actinopterygii"
64,"Ficedula albicollis","V","Endo","fledgling tarsus length","survival",0.06,0.071,"grad",26,57.1667,"Ficedula","Muscicapidae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.06,0.031,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
79,"Phasianus colchicus","V","Endo","tarsus length","male survival",0.06,NA,"grad",17,55.7232,"Phasianus","Phasianidae","Galliformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","cull","survival",0.06,0.06,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","culw","survival",0.06,0.06,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","culd","survival",0.06,0.08,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
74,"Oncorhynchus nerka","V","Ecto","body depth","Male survival",0.061,0.022,"grad",19,59.3217,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.062,0.084,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
15,"Parus caeruleus","V","Endo","chick tarsus length","survival (recruitment to the breeding population)",0.062463034,0.17362483,"grad",232,43.6667,"Parus","Paridae","Passeriformes","Ave"
37,"Stegastes partitus","V","Ecto","Asymptotic body size (Tlmax)","Longevity",0.063,0.052,"grad",0,23.6725,"Stegastes","Pomacentridae","Blenniformes","Actinopterygii"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.064,0.06,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
119,"Aquarius remigis","I","Ecto","abdomen length","longevity",0.065,NA,"grad",31,45.5167,"Aquarius","Gerridae","Hemiptera","Insecta"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.065,0.05,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.065,0.05,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.065,0.034,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
15,"Parus caeruleus","V","Endo","chick weight","survival (recruitment to the breeding population)",0.065809118,0.43330832,"grad",232,43.6667,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.066,0.036,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
67,"Ovis aries","V","Endo","hindlimb length - adult males","survival",0.067,0.128,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.069,0.057,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.069,0.035,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
79,"Phasianus colchicus","V","Endo","bill width","female survival",0.07,NA,"grad",17,55.7232,"Phasianus","Phasianidae","Galliformes","Ave"
75,"Salmo salar","V","Ecto","growth (immature + mature fish)","Age-1 winter survival",0.07,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
75,"Salmo salar","V","Ecto","growth (immature + mature fish)","Age-1 summer survival",0.07,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
112,"Zosterops lateralis chlorocephalus","V","Endo","tail","survival",0.07,0.06,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","culw","survival",0.07,0.06,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.071,0.041,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.071,0.043,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","body length","survival",0.073,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
83,"Ovis aries","V","Endo","birth weight","neonatal survival",0.0733,0.0292,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.074,0.036,"grad",39,52.0833,"Parus","Paridae","Passeriformes","Ave"
67,"Ovis aries","V","Endo","body weight - adult females","survival",0.075,0.026,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
61,"Negaprion brevirostris","V","Ecto","condition factor","survival",0.075477,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.076,0.041,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Forewing length","Minimum lifespan in field (a measure of survival), H_je «_Å population",0.076229,NA,"grad",10,55.7,"Calopteryx","Calopterygidae","Odonata","Insecta"
83,"Ovis aries","V","Endo","birth weight","neonatal survival",0.0765,0.0308,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
11,"Calopteryx splendens","I","Ecto","Hindwing width","Minimum lifespan in field (a measure of survival), H_je «_Å population",0.077862,NA,"grad",10,55.7,"Calopteryx","Calopterygidae","Odonata","Insecta"
144,"Carpodacus mexicanus","V","Endo","Beak Depth","juvenile survival",0.078,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
36,"Parus major","V","Endo","Egg weight","Viability",0.078,0.042,"grad",113,51.7773,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.079,0.076,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","tarsus","survival",0.08,0.09,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
112,"Zosterops lateralis chlorocephalus","V","Endo","tail","survival",0.08,0.07,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.082,0.056,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.084,0.039,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
15,"Parus caeruleus","V","Endo","chick weight","survival (recruitment to the breeding population)",0.085026117,0.32691836,"grad",593,42.55,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.087,0.031,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
75,"Salmo salar","V","Ecto","body length (immature + mature fish)","Age-1 summer survival",0.09,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
112,"Zosterops lateralis chlorocephalus","V","Endo","culw","survival",0.09,0.08,"grad",-17,23.4333,"Zosterops","Zosteropidae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","condition factor","survival",0.09078,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
67,"Ovis aries","V","Endo","body weight - adult females","survival",0.091,0.047,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
158,"Parus major","V","Endo","tarsus length","survival to the next breeding season",0.091,0.035,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.092,0.035,"grad",-2,53.2833,"Parus","Paridae","Passeriformes","Ave"
64,"Ficedula albicollis","V","Endo","fledgling tarsus length","survival",0.093,0.072,"grad",26,57.1667,"Ficedula","Muscicapidae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Forewing length","Minimum lifespan in field (a measure of survival), H_je «_Å population",0.097836,NA,"grad",10,55.7,"Calopteryx","Calopterygidae","Odonata","Insecta"
144,"Carpodacus mexicanus","V","Endo","Beak Depth","juvenile survival",0.099,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","condition factor","survival",0.099,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
51,"Poecilia reticulata","V","Ecto","Body Size","survival",0.1,NA,"grad",88,10.4606,"Poecilia","Poecilidae","Cyprinodontiformes","Actinopterygii"
75,"Salmo salar","V","Ecto","growth (immature fish)","Age-2 winter survival",0.1,NA,"grad",124,42.4167,"Salmo","Salmonidae","Salmoniformes","Actinopterygii"
144,"Carpodacus mexicanus","V","Endo","Beak Length","juvenile survival",0.102,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
11,"Calopteryx splendens","I","Ecto","Abdomen length","Minimum lifespan in field (a measure of survival), Klingav_ls_n population",0.102519,NA,"grad",33,55.6333,"Calopteryx","Calopterygidae","Odonata","Insecta"
158,"Parus major","V","Endo","adult body mass","survival to the next breeding season",0.104,0.056,"grad",10,51.641,"Parus","Paridae","Passeriformes","Ave"
64,"Ficedula albicollis","V","Endo","fledgling tarsus length","survival",0.106,0.066,"grad",26,57.1667,"Ficedula","Muscicapidae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","growth","survival",0.106743,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
144,"Carpodacus mexicanus","V","Endo","Beak Depth","juvenile survival",0.109,NA,"grad",971,46.8607,"Carpodacus","Fringillidae","Passeriformes","Ave"
64,"Ficedula albicollis","V","Endo","fledgling body condition","survival",0.109,0.187,"grad",26,57.1667,"Ficedula","Muscicapidae","Passeriformes","Ave"
83,"Ovis aries","V","Endo","birth weight","neonatal survival",0.1093,0.0233,"grad",121,57.814,"Ovis","Bovidae","Artiodactyla","Mammalia"
11,"Calopteryx splendens","I","Ecto","Abdomen length","Minimum lifespan in field (a measure of survival), H_je «_Å population",0.109458,NA,"grad",10,55.7,"Calopteryx","Calopterygidae","Odonata","Insecta"
64,"Ficedula albicollis","V","Endo","fledgling body condition","survival",0.11,0.078,"grad",26,57.1667,"Ficedula","Muscicapidae","Passeriformes","Ave"
61,"Negaprion brevirostris","V","Ecto","condition factor","survival",0.11,NA,"grad",8,25.745,"Negaprion","Carcharhinidae","Elasmobranchii","Chondrichthyes"
